"","seqnames","start","end","width","strand","Conc","Conc_V2084D_shEV","Conc_WT_shEV","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"4265","chr4",65998779,65999179,401,"*",4.58460030094993,4.04090475230916,4.97855306251277,-0.97258664709983,0.00356791743178644,0.0156636872340177,"Exon (ENST00000508572.1/ENST00000508572.1, exon 1 of 4)",4,66003281,66016792,13512,1,"105377261","ENST00000513540.1",-4102,NA,"LOC105377261","uncharacterized LOC105377261","ENST00000513540.1","105377261","-4102"
"10712","chr8",30095133,30095533,401,"*",4.32063709866158,3.99608125472159,4.58542068194375,-0.6253722057303,0.0732258223599039,0.12799614961218,"Promoter (<=1kb)",8,30095408,30108524,13117,1,"23484","ENST00000321250.13",0,"ENSG00000104660","LEPROTL1","leptin receptor overlapping transcript like 1","ENST00000321250.13;ENST00000518001.1;ENST00000650149.1;ENST00000520682.5;ENST00000442880.6;ENST00000523116.5;ENST00000520739.5;ENST00000518192.5","23484;23484;23484;23484;23484;23484;23484;23484","0;0;0;0;0;0;0;-116"
"1130","chr8",11703534,11703934,401,"*",4.72772075802738,3.99862346765157,5.20976227389991,-1.24516528567884,0.000128249421370357,0.0021216732676889,"Promoter (<=1kb)",8,11704151,11757082,52932,1,"2626","ENST00000526716.5",-217,"ENSG00000136574","GATA4","GATA binding protein 4","ENST00000528712.5;ENST00000532977.1;ENST00000526974.1;ENST00000526716.5;ENST00000532059.6;ENST00000335135.8;ENST00000622443.3","2626;2626;2626;2626;2626;2626;2626","0;0;0;0;0;0;0"
"9168","chr1",150561551,150561951,401,"*",4.16977906754769,3.75207997227223,4.49330176626401,-0.776009786902938,0.0407704984077653,0.08327922218653,"Exon (ENST00000689641.2/ENST00000689641.2, exon 1 of 1)",1,150558254,150560937,2684,1,"54507","ENST00000489159.1",3297,"ENSG00000143382","ADAMTSL4","ADAMTS like 4","ENST00000442435.3;ENST00000678770.1;ENST00000369039.9;ENST00000369041.9;ENST00000271643.9;ENST00000674043.1;ENST00000674058.1;ENST00000369038.6;ENST00000489159.1;ENST00000617352.1","100289061;4170;54507;54507;54507;54507;54507;54507;54507;574406","0;0;0;0;0;11712;11712;9463;3297;0"
"4651","chr22",50508190,50508590,401,"*",4.4596767463484,3.90809720572356,4.85772855280498,-0.984097382336199,0.00462412019962886,0.018616604691227,"Promoter (<=1kb)",22,50508224,50524780,16557,1,"29781","ENST00000420993.7",0,"ENSG00000025770","NCAPH2","non-SMC condensin II complex subunit H2","ENST00000420993.7;ENST00000395698.7;ENST00000395701.7;ENST00000518394.5;ENST00000523045.5;ENST00000418794.1;ENST00000299821.15;ENST00000474879.7;ENST00000216080.5;ENST00000504717.1;ENST00000514938.1;ENST00000505981.5;ENST00000507607.1","29781;29781;29781;29781;29781;29781;29781;91289;91289;91289;91289;91289;91289","0;0;0;0;0;0;0;0;0;-2933;-1970;-1024;0"
"621","chr5",36606366,36606766,401,"*",4.3035868351402,3.32006123289409,4.8830157976867,-1.59266317863895,3.31074022836694e-05,0.000997107663954949,"Promoter (<=1kb)",5,36606439,36629572,23134,1,"6507","ENST00000513903.5",0,"ENSG00000079215","SLC1A3","solute carrier family 1 member 3","ENST00000680318.1;ENST00000681909.1;ENST00000513903.5;ENST00000681795.1;ENST00000680205.1;ENST00000680064.1;ENST00000680878.1;ENST00000612708.5;ENST00000680125.1;ENST00000680232.1;ENST00000680876.1;ENST00000681633.1;ENST00000681776.1;ENST00000502864.6;ENST00000681775.1;ENST00000679784.1;ENST00000680048.1;ENST00000680655.1;ENST00000681926.1;ENST00000679958.1;ENST00000265113.9;ENST00000504121.5;ENST00000512374.1;ENST00000416645.6;ENST00000506725.1;ENST00000680711.1;ENST00000613445.5;ENST00000679983.1;ENST00000505202.5;ENST00000681814.1;ENST00000679992.1;ENST00000381918.4;ENST00000513646.1;ENST00000681848.1;ENST00000680212.1;ENST00000680908.1;ENST00000680527.1;ENST00000679423.1","6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-124;-229;-565;-1380;-1412;-1563;-1563;-1563;-1563;-1563"
"12057","chr19",44753301,44753701,401,"*",3.67320976916378,3.32291813865783,3.95484806616849,-0.665833898395483,0.118405652969093,0.183890987984581,"Promoter (1-2kb)",19,44755149,44757168,2020,1,"602","ENST00000473468.1",-1448,"ENSG00000069399","BCL3","BCL3 transcription coactivator","ENST00000612079.1;ENST00000403534.7;ENST00000487394.1;ENST00000164227.10;ENST00000444487.1;ENST00000473468.1;ENST00000464319.1;ENST00000474300.1;ENST00000477832.1;ENST00000473473.1","102465879;602;602;602;602;602;602;602;602;602","-4956;0;0;0;0;-1448;-2444;-3888;-3956;-4827"
"604","chr10",53430472,53430872,401,"*",3.88335062525929,2.69943963587022,4.52475176489429,-1.84881408839639,3.20682245431951e-05,0.00099084632258676,"Distal Intergenic",10,53808522,53810664,2143,2,"65217","ENST00000615043.1",379792,"ENSG00000150275","PCDH15","protocadherin related 15",NA,NA,NA
"1141","chr4",83110137,83110537,401,"*",4.40942830120707,3.5859271763789,4.93040969567292,-1.37637647557839,0.000131259949705458,0.00215314591754146,"Promoter (<=1kb)",4,83090688,83109843,19156,2,"51316","ENST00000411416.6",-294,"ENSG00000145287","PLAC8","placenta associated 8","ENST00000311507.9;ENST00000411416.6;ENST00000509973.5;ENST00000515389.5;ENST00000505406.5;ENST00000426923.2","51316;51316;51316;51316;51316;51316","0;-294;0;0;0;0"
"49","chr7",30594599,30594999,401,"*",5.08769524264933,4.12764258937308,5.65909231747876,-1.56523682036102,3.16662969652618e-07,0.000121062192051071,"Promoter (<=1kb)",7,30594832,30633882,39051,1,"2617","ENST00000674807.1",0,"ENSG00000106105","GARS1","glycyl-tRNA synthetase 1","ENST00000675051.1;ENST00000674807.1;ENST00000675529.1;ENST00000674643.1;ENST00000470392.2;ENST00000675810.1;ENST00000676088.1;ENST00000676210.1;ENST00000485784.2;ENST00000674815.1;ENST00000676403.1;ENST00000478124.6;ENST00000454308.6;ENST00000676140.1;ENST00000675859.1;ENST00000389266.8;ENST00000674616.1;ENST00000674737.1;ENST00000675651.1;ENST00000675693.1;ENST00000676259.1;ENST00000674969.1;ENST00000676164.1;ENST00000675886.1;ENST00000444666.6;ENST00000675587.1;ENST00000674851.1;ENST00000675863.1;ENST00000675025.1;ENST00000426529.6;ENST00000656284.1;ENST00000660767.1;ENST00000584199.5;ENST00000581794.6;ENST00000581665.6;ENST00000663944.1;ENST00000584372.5;ENST00000582733.5;ENST00000579174.5;ENST00000689508.1","2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;401320;401320;401320;401320;401320;401320;401320;401320;401320;401320;401320","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-797;0;0;0;0;0;0;0;0;0;0;0"
"3924","chr6",27895312,27895712,401,"*",3.95363575058826,3.24826734509217,4.42530616844409,-1.20774201298288,0.00283568424512288,0.0135305331033843,"Promoter (1-2kb)",6,27893425,27893891,467,1,"8348","ENST00000616182.2",1887,"ENSG00000274641","H2BC17","H2B clustered histone 17","ENST00000359611.4;ENST00000616182.2;ENST00000359303.4","8336;8348;8356","0;1887;-4486"
"624","chr1",916622,917022,401,"*",3.88250835086576,2.69947750466097,4.5236610344915,-1.84768631648014,3.33485089217485e-05,0.000999548188209784,"Promoter (1-2kb)",1,917370,918534,1165,2,"100130417","ENST00000432961.1",1512,"ENSG00000223764","LINC02593","long intergenic non-protein coding RNA 2593","ENST00000417705.1;ENST00000432961.1;ENST00000448179.1","100130417;100130417;284600","0;1512;5187"
"961","chr2",55223473,55223873,401,"*",4.55429240167853,3.75465099546338,5.06576858349975,-1.34390709185314,8.67960943556149e-05,0.00168490030938102,"Promoter (<=1kb)",2,55222360,55224360,2001,2,"130162","ENST00000425841.1",487,"ENSG00000162994","CLHC1","clathrin heavy chain linker domain containing 1","ENST00000401408.6;ENST00000428621.5;ENST00000494539.5;ENST00000407122.5;ENST00000406076.5;ENST00000487320.5;ENST00000466020.1;ENST00000451916.1;ENST00000464243.1;ENST00000463300.1;ENST00000403506.1;ENST00000425841.1","130162;130162;130162;130162;130162;130162;130162;130162;130162;130162;130162;130162","0;0;0;0;0;0;0;0;0;0;0;0"
"196","chr18",6729575,6729975,401,"*",4.30403203685696,3.16976768048501,4.93110917746837,-1.78934384434421,3.87757649869736e-06,0.000368724063706079,"Promoter (<=1kb)",18,6728821,6729862,1042,2,"101927168","ENST00000577327.1",0,NA,"ARHGAP28-AS1","ARHGAP28 antisense RNA 1","ENST00000577327.1;ENST00000383472.9;ENST00000583410.1;ENST00000584387.1","101927168;79822;79822;79822","0;0;0;-68"
"5782","chr8",37393003,37393403,401,"*",4.78156465633711,4.32348667850787,5.12871388010015,-0.841225728330473,0.00895660108469754,0.0290083001589971,"Distal Intergenic",8,37405439,37406724,1286,2,"100507420","ENST00000520431.1",13321,"ENSG00000253414","LINC01605","long intergenic non-protein coding RNA 1605",NA,NA,NA
"2722","chr19",8444792,8445192,401,"*",4.65896211491619,4.04352166815235,5.08900048860874,-1.08009840252195,0.00108889586821727,0.00748485137128489,"Promoter (<=1kb)",19,8444920,8463852,18933,1,"4670","ENST00000597813.5",0,"ENSG00000099783","HNRNPM","heterogeneous nuclear ribonucleoprotein M","ENST00000348943.7;ENST00000597813.5;ENST00000600092.5;ENST00000325495.9;ENST00000600806.5;ENST00000620401.4;ENST00000594907.5;ENST00000596984.5;ENST00000601645.5","4670;4670;4670;4670;4670;4670;4670;4670;4670","0;0;0;0;0;0;0;0;0"
"8722","chr16",19523664,19524064,401,"*",4.16994926446756,3.75466079357373,4.49202792137023,-0.772157496843406,0.0342617859973311,0.0735701555580014,"Promoter (<=1kb)",16,19523811,19553408,29598,1,"9738","ENST00000396212.6",0,"ENSG00000103540","CCP110","centriolar coiled-coil protein 110","ENST00000353258.8;ENST00000564172.1;ENST00000569773.1;ENST00000396212.6;ENST00000381396.9;ENST00000569190.1;ENST00000565376.2;ENST00000573412.1;ENST00000694978.1;ENST00000562083.1;ENST00000396208.4;ENST00000561888.1","51573;51573;51573;9738;9738;9738;9738;9738;9738;9738;9738;9738","-1566;-1541;-2076;0;0;0;0;0;0;0;-211;-3857"
"2479","chr7",15504282,15504682,401,"*",3.72748879825728,2.80797140191434,4.28459412273186,-1.50272780904585,0.000869880614411288,0.00657075546361559,"Intron (ENST00000342526.8/392636, intron 3 of 12)",7,15200317,15562015,361699,2,"392636","ENST00000342526.8",57333,"ENSG00000187546","AGMO","alkylglycerol monooxygenase","ENST00000342526.8","392636","0"
"548","chr5_GL339449v2_alt",712888,713288,401,"*",4.94319573226169,4.17048811416296,5.44367359478487,-1.30763483578254,2.60256969671488e-05,0.000885054782691068,"Distal Intergenic",142,639236,681428,42193,2,"653188","ENST00000614554.4",-31460,"ENSG00000253203","GUSBP3","GUSB pseudogene 3",NA,NA,NA
"9440","chr12",106245801,106246201,401,"*",3.64329776468269,3.16864808713007,3.99984556790417,-0.863269542482019,0.0454871634687574,0.090229535944909,"Promoter (1-2kb)",12,106237881,106248020,10140,2,"10970","ENST00000378026.5",1819,"ENSG00000136026","CKAP4","cytoskeleton associated protein 4","ENST00000378026.5;ENST00000552828.5;ENST00000553039.1","10970;10970;10970","0;0;0"
"7999","chr20",62238554,62238954,401,"*",4.00030052226669,3.52407705333623,4.35773214156168,-0.867232765603828,0.0249382758622828,0.0583887916170657,"Promoter (<=1kb)",20,62238561,62294865,56305,1,"9885","ENST00000645442.1",0,"ENSG00000130703","OSBPL2","oxysterol binding protein like 2","ENST00000615516.1;ENST00000618509.4;ENST00000622332.4;ENST00000439951.6;ENST00000644535.1;ENST00000642957.1;ENST00000313733.9;ENST00000358053.3;ENST00000645520.1;ENST00000642932.1;ENST00000642516.1;ENST00000644775.1;ENST00000643174.1;ENST00000645442.1;ENST00000645594.1;ENST00000643412.1;ENST00000646834.1;ENST00000646968.1;ENST00000645426.1;ENST00000644702.1;ENST00000644189.1","105369209;105369209;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885","6632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
"7079","chr12",54214721,54215121,401,"*",4.22914088369659,3.75466006043428,4.58559377157381,-0.865343129364233,0.0165828757895365,0.0438705002351908,"Distal Intergenic",12,54231397,54231476,80,2,"100616400","ENST00000577868.1",16355,"ENSG00000283803","MIR3198-2","microRNA 3198-2",NA,NA,NA
"12774","chr16_KI270853v1_alt",1160211,1160611,401,"*",3.64193537410753,3.31737107893843,3.90672457444775,-0.623547662128401,0.152612586787531,0.223700437268452,"Promoter (<=1kb)",347,1160258,1246067,85810,1,"89927","ENST00000610499.2",0,"ENSG00000166780","BMERB1","bMERB domain containing 1","ENST00000633491.1;ENST00000633358.1;ENST00000634007.1;ENST00000615273.4;ENST00000631883.1;ENST00000633657.1;ENST00000632738.1;ENST00000610499.2","255027;255027;255027;89927;89927;89927;89927;89927","0;0;0;0;0;0;0;0"
"7092","chr5",175397857,175398257,401,"*",4.22914444975141,3.75465731871577,4.58560088362776,-0.865352971304227,0.0167096149400948,0.0441247838557648,"Distal Intergenic",5,175440036,175444182,4147,2,"1812","ENST00000393752.3",45925,"ENSG00000184845","DRD1","dopamine receptor D1",NA,NA,NA
"9596","chr16",89917922,89918322,401,"*",3.88237734583696,3.45943886606315,4.20902534245941,-0.783332315246602,0.0481191162303976,0.0939072199545826,"Promoter (<=1kb)",16,89918862,89920972,2111,1,"4157","ENST00000555147.2",-540,"ENSG00000258839","MC1R","melanocortin 1 receptor","ENST00000556922.1;ENST00000555810.5;ENST00000554444.5;ENST00000556565.5;ENST00000640279.1;ENST00000570217.1;ENST00000555147.2","10381;10381;10381;10381;22980;22980;4157","0;0;0;0;0;0;-540"
"10905","chr5",52915350,52915750,401,"*",3.28633627784744,2.80816211607975,3.64486128826657,-0.86673046094123,0.0782889865439943,0.134428503832079,"3' UTR",5,52901779,52952512,50734,1,"3672","ENST00000504669.5",13571,"ENSG00000213949","ITGA1","integrin subunit alpha 1","ENST00000282588.7;ENST00000650673.1;ENST00000504669.5","3672;3672;3672","0;0;0"
"1451","chr9",128880850,128881250,401,"*",3.99995467945147,3.08675754612069,4.55478217100848,-1.49645189250959,0.000244564385142535,0.00315525112043741,"Promoter (<=1kb)",9,128833119,128881929,48811,2,"883","ENST00000320665.10",679,"ENSG00000171097","KYAT1","kynurenine aminotransferase 1","ENST00000651925.1;ENST00000372600.9;ENST00000372599.7;ENST00000259324.5;ENST00000483638.1;ENST00000302586.8;ENST00000462722.5;ENST00000320665.10;ENST00000436267.7;ENST00000451800.5;ENST00000474824.1","51490;56262;56262;56262;56262;883;883;883;883;883;883","0;0;0;-1252;-3745;0;0;0;0;0;0"
"2029","chr2",67846323,67846723,401,"*",4.33847003984295,3.58068434487366,4.83272860318355,-1.2842503565574,0.000533205142303177,0.00492045907919479,"Distal Intergenic",2,67796054,67825562,29509,2,"101927701","ENST00000457448.1",-20761,"ENSG00000237013","LINC01812","long intergenic non-protein coding RNA 1812",NA,NA,NA
"6709","chr3",142879583,142879983,401,"*",4.10885346202941,3.58592143479645,4.49184602704353,-0.939416661982291,0.0140838345814783,0.0393130965031388,"Intron (ENST00000295992.8/26577, intron 2 of 8)",3,142864110,142888745,24636,2,"26577","ENST00000493733.1",8762,"ENSG00000163710","PCOLCE2","procollagen C-endopeptidase enhancer 2","ENST00000295992.8;ENST00000648195.1;ENST00000485766.1;ENST00000495732.5;ENST00000461818.5;ENST00000493733.1","26577;26577;26577;26577;26577;26577","0;0;0;0;0;0"
"1050","chr15",63189275,63189675,401,"*",4.3212715806352,3.45676340573764,4.85808680578192,-1.43238528148889,0.000108876790447843,0.00194061742669785,"Promoter (<=1kb)",15,63189560,63256594,67035,1,"51762","ENST00000558990.5",0,"ENSG00000166128","RAB8B","RAB8B, member RAS oncogene family","ENST00000558990.5;ENST00000558119.5;ENST00000559927.1;ENST00000559006.1;ENST00000321437.9","51762;51762;51762;51762;51762","0;0;0;0;0"
"4241","chr5",123155402,123155802,401,"*",3.80783579560861,3.08951936435821,4.28519573189873,-1.22530157543552,0.00350820333120257,0.0154888458645811,"Intron (ENST00000407847.5/93166, intron 3 of 7)",5,123173401,123180319,6919,1,"93166","ENST00000427739.1",-17599,"ENSG00000061455","PRDM6","PR/SET domain 6","ENST00000407847.5;ENST00000434521.1;ENST00000464424.1","93166;93166;93166","0;0;0"
"2581","chrX",139933351,139933751,401,"*",4.04420699450173,3.24626813435426,4.55499646724288,-1.33888678456128,0.000953148117897254,0.00690985712170472,"Promoter (<=1kb)",23,139726346,139933070,206725,2,"286410","ENST00000370557.5",-281,"ENSG00000101974","ATP11C","ATPase phospholipid transporting 11C","ENST00000370557.5;ENST00000682941.1;ENST00000485626.1","286410;286410;286410","0;0;0"
"5780","chr13",26222257,26222657,401,"*",4.49124080052654,3.99774803441311,4.85827254764805,-0.895573410782888,0.00895094674082098,0.0290000147519543,"Promoter (<=1kb)",13,26132115,26222261,90147,2,"6049","ENST00000468480.5",0,"ENSG00000127870","RNF6","ring finger protein 6","ENST00000468480.5;ENST00000346166.7;ENST00000381570.7;ENST00000381588.9;ENST00000498039.5;ENST00000476347.1;ENST00000474280.1","6049;6049;6049;6049;6049;6049;6049","0;-415;-554;0;-447;-566;-168"
"2665","chr22",18149694,18150094,401,"*",4.727756925938,4.12582112480694,5.15120677400177,-1.06031989765053,0.00103908440582448,0.0072973264059319,"Promoter (<=1kb)",22,18150118,18177368,27251,1,"11274","ENST00000699060.1",-24,"ENSG00000184979","USP18","ubiquitin specific peptidase 18","ENST00000699060.1;ENST00000215794.8;ENST00000679963.1;ENST00000608634.1","11274;11274;51807;51807","-24;-76;39594;22987"
"2","chr11",110712225,110712625,401,"*",4.55381520499442,2.8070316138727,5.32107562451219,-2.53654484255113,7.35324301592004e-10,6.88741507086151e-06,"Promoter (<=1kb)",11,110577043,110712437,135395,2,"57569","ENST00000683387.1",0,"ENSG00000137727","ARHGAP20","Rho GTPase activating protein 20","ENST00000260283.8;ENST00000683387.1;ENST00000524756.5;ENST00000528829.5;ENST00000527598.1;ENST00000533353.5","57569;57569;57569;57569;57569;57569","0;0;-175;0;0;0"
"5487","chr19",10553050,10553450,401,"*",4.21181284368938,3.64796708063065,4.61617492441992,-1.00167143370017,0.00768879762414876,0.0262354396461465,"Promoter (<=1kb)",19,10552122,10552204,83,1,"100302226","ENST00000408483.1",928,"ENSG00000221410","MIR1238","microRNA 1238","ENST00000408483.1;ENST00000536689.5;ENST00000312962.12;ENST00000652042.1;ENST00000537363.5;ENST00000478863.5;ENST00000612875.4;ENST00000537433.5;ENST00000543842.1;ENST00000539027.5;ENST00000536714.1;ENST00000586417.5;ENST00000309469.9;ENST00000590096.1;ENST00000588857.5;ENST00000585752.5;ENST00000588667.5;ENST00000586863.5;ENST00000589753.1;ENST00000587256.1;ENST00000588972.1;ENST00000585437.1","100302226;65095;65095;65095;65095;65095;65095;65095;65095;65095;65095;84971;84971;84971;84971;84971;84971;84971;84971;84971;84971;84971","928;0;0;0;0;0;0;6026;4771;0;6380;0;0;0;0;0;0;8741;0;7930;0;0"
"464","chr5",75716994,75717394,401,"*",4.64384567281431,3.75282292517896,5.19057302249544,-1.47020106427807,1.91693782286945e-05,0.000772257983565881,"Promoter (<=1kb)",5,75707484,75717344,9861,2,"134359","ENST00000507421.1",0,"ENSG00000152359","POC5","POC5 centriolar protein","ENST00000428202.7;ENST00000514838.6;ENST00000510798.5;ENST00000446329.6;ENST00000503835.5;ENST00000504862.5;ENST00000515285.5;ENST00000502826.5;ENST00000506164.5;ENST00000512125.5;ENST00000508467.5;ENST00000507421.1","134359;134359;134359;134359;134359;134359;134359;134359;134359;134359;134359;134359","0;0;-4562;-4539;0;-4569;0;0;0;0;0;0"
"2639","chr19",869312,869712,401,"*",3.7282479860982,2.80933591517788,4.28513573755076,-1.5019059289741,0.00100971027897554,0.00716473585456396,"Promoter (1-2kb)",19,867963,871066,3104,2,"10025","ENST00000621073.4",1354,"ENSG00000175221","MED16","mediator complex subunit 16","ENST00000395808.7;ENST00000312090.10;ENST00000621073.4;ENST00000607471.5;ENST00000325464.6;ENST00000606248.5;ENST00000586017.5;ENST00000592943.5;ENST00000606828.2;ENST00000695946.1","10025;10025;10025;10025;10025;10025;10025;10025;10025;1675","0;0;0;0;0;0;0;0;0;0"
